PURCH_ORDER,SUPPLIER_ORIGIN,CURRENCY
B0070189,UK,
B0070190,UK,
B0070191,UK,
B0070192,UK,
B0070193,UK,
B0070196,UK,
B0070197,UK,
B0070198,UK,
B0070199,UK,
B0070200,Germany,EUR
B0070272,Sweden,SEK
B0070273,Sweden,SEK
B0070274,Sweden,SEK
B0070275,Sweden,SEK
B0070276,Germany,EUR
B0070278,UK,
B0070279,Germany,EUR
B0070280,Germany,EUR
B0070281,USA,USD
B0070282,Germany,EUR
B0070283,USA,USD
B0070284,USA,USD
B0070285,Germany,EUR
B0070286,USA,USD
B0070287,USA,USD
B0070288,USA,USD
B0070289,USA,USD
B0070290,USA,USD
B0070291,USA,USD
B0070292,UK,
B0070294,UK,
B0070295,UK,
B0070296,UK,
B0070293,UK,
B0070297,UK,
B0070298,UK,
B0070299,UK,
B0070300,UK,
B0070301,UK,
B0070302,UK,
B0070303,UK,
B0070304,Germany,EUR
B0070307,UK,
B0070308,UK,
B0070312,UK,
B0070313,UK,
B0070316,UK,
B0070317,UK,
B0070318,Sweden,SEK
B0070353,UK,
B0070354,UK,
B0070357,UK,
B0070358,UK,
B0070319,Sweden,SEK
B0070320,Sweden,SEK
B0070321,Sweden,SEK
B0070322,Sweden,SEK
B0070323,Sweden,SEK
B0070324,Sweden,SEK
B0070325,Sweden,SEK
B0070326,Sweden,SEK
B0070327,Sweden,SEK
B0070328,Sweden,SEK
B0070329,Sweden,SEK
B0070330,Sweden,SEK
B0070331,Sweden,SEK
B0070332,Sweden,SEK
B0070333,Sweden,SEK
B0070349,USA,USD
B0070350,UK,
B0070351,UK,
B0070334,Sweden,SEK
B0070335,Sweden,SEK
B0070336,Sweden,SEK
B0070337,Germany,EUR
B0070338,Germany,EUR
B0070339,Germany,EUR
B0070340,Germany,EUR
B0070343,Germany,EUR
B0070344,Germany,EUR
B0070345,Germany,EUR
B0070346,Germany,EUR
B0070347,Germany,EUR
B0070348,Germany,EUR
B0070378,UK,
B0070379,UK,
B0070380,UK,
B0070381,UK,
B0070382,UK,
B0070383,UK,
B0070384,UK,
B0070390,UK,
B0070391,UK,
B0070392,UK,
B0070393,UK,
B0070394,UK,
B0070395,UK,
B0070396,UK,
B0070397,UK,
B0070398,UK,
B0070399,UK,
B0070400,UK,
B0070401,UK,
B0070402,UK,
B0070403,UK,
B0070404,UK,
B0070405,UK,
B0070406,UK,
B0070407,UK,
B0070408,UK,
B0070409,UK,
B0070415,Germany,EUR
B0070416,Germany,EUR
B0070417,Germany,EUR
B0070419,UK,
B0070420,UK,
B0070421,UK,
B0070422,UK,
B0070423,UK,
B0070424,UK,
B0070425,UK,
B0070426,UK,
B0070427,UK,
B0070428,UK,
B0070429,UK,
B0070431,USA,USD
B0070435,UK,
B0070436,UK,
B0070437,UK,
B0070430,UK,
B0070432,USA,USD
B0070433,USA,USD
B0070434,USA,USD
B0070438,UK,
B0070439,UK,
B0070441,UK,
B0070442,UK,
B0070443,UK,
B0070444,UK,
B0070445,UK,
B0070446,UK,
B0070449,UK,
B0070450,Germany,EUR
B0070451,Germany,EUR
B0070452,Germany,EUR
B0070453,UK,
B0070454,UK,
B0070455,UK,
B0070456,UK,
B0070457,UK,
B0070458,UK,
B0070459,UK,
B0070460,UK,
B0070462,UK,
B0070463,UK,
B0070464,UK,
B0070465,UK,
B0070467,UK,
B0070468,UK,
B0070469,UK,
B0070470,UK,
B0070471,UK,
B0070472,UK,
B0070473,UK,
B0070474,UK,
B0070476,UK,
B0070478,UK,
B0070479,UK,
B0070481,UK,
B0070482,UK,
B0070485,UK,
B0070488,UK,
B0070489,UK,
B0070490,UK,
B0070491,UK,
B0070492,UK,
B0070495,UK,
B0070496,UK,
B0070497,UK,
B0070498,UK,
B0070499,UK,
B0070500,UK,
B0070501,UK,
B0070502,UK,
B0070506,UK,
B0070507,UK,
B0070540,UK,
B0070541,UK,
B0070516,UK,
B0070517,UK,
B0070524,UK,
B0070525,UK,
B0070526,UK,
B0070527,UK,
B0070528,UK,
B0070529,UK,
B0070530,UK,
B0070542,UK,
B0070546,UK,
B0070547,UK,
B0070548,UK,
B0070549,UK,
B0070550,UK,
B0070552,UK,
B0070553,UK,
B0070554,UK,
B0070555,UK,
B0070556,UK,
B0070557,UK,
B0070558,UK,
B0070559,UK,
B0070560,UK,
B0070561,UK,
B0070562,UK,
B0070563,UK,
B0070564,UK,
B0070565,UK,
B0070566,UK,
B0070567,UK,
B0070568,UK,
B0070569,UK,
B0070570,UK,
B0070571,UK,
B0070572,UK,
B0070573,UK,
B0070574,UK,
B0070575,UK,
B0070576,UK,
B0070577,UK,
B0070578,UK,
B0070579,UK,
B0070580,UK,
B0070581,UK,
B0070582,UK,
B0070583,UK,
B0070584,UK,
B0070585,UK,
B0070586,UK,
B0070587,UK,
B0070588,UK,
B0070589,UK,
B0070591,UK,
B0070593,UK,
B0070595,UK,
B0070598,UK,
B0070602,UK,
B0070603,UK,
B0070604,UK,
B0070605,UK,
B0070606,UK,
B0070607,UK,
B0070608,UK,
B0070609,UK,
B0070610,UK,
B0070611,UK,
B0070612,UK,
B0070613,UK,
B0070620,UK,
B0070621,UK,
B0070622,UK,
B0070623,UK,
B0070624,UK,
B0070626,UK,
B0070628,Germany,EUR
B0070633,UK,
B0070634,UK,
B0070627,Germany,EUR
B0070629,Germany,EUR
B0070630,Germany,EUR
B0070632,Germany,EUR
B0070635,UK,
B0070636,UK,
B0070637,UK,
B0070638,UK,
B0070639,UK,
B0070640,UK,
B0070641,UK,
B0070642,UK,
B0070643,UK,
B0070644,UK,
B0070645,UK,
B0070646,UK,
B0070647,UK,
B0070674,UK,
B0070675,UK,
B0070681,Germany,EUR
B0070648,UK,
B0070649,UK,
B0070650,UK,
B0070651,UK,
B0070652,UK,
B0070653,UK,
B0070654,UK,
B0070655,UK,
B0070656,UK,
B0070657,UK,
B0070658,UK,
B0070659,UK,
B0070660,UK,
B0070661,UK,
B0070662,UK,
B0070663,UK,
B0070672,UK,
B0070673,UK,
B0070664,UK,
B0070665,UK,
B0070666,UK,
B0070667,UK,
B0070668,UK,
B0070669,UK,
B0070670,UK,
B0070671,UK,
B0070677,UK,
B0070678,UK,
B0070679,Germany,EUR
B0070682,UK,
B0070683,UK,
B0070684,UK,
B0070685,UK,
B0070686,UK,
B0070687,UK,
B0070688,UK,
B0070689,UK,
B0070690,UK,
B0070691,UK,
B0070692,UK,
B0070693,UK,
B0070694,UK,
B0070695,UK,
B0070696,UK,
B0070697,UK,
B0070698,UK,
B0070699,UK,
B0070700,UK,
B0070701,UK,
B0070702,UK,
B0070703,UK,
B0070704,Germany,EUR
B0070705,Germany,EUR
B0070706,UK,
B0070707,UK,
B0070712,UK,
B0070708,Germany,EUR
B0070709,Germany,EUR
B0070710,Germany,EUR
B0070714,UK,
B0070715,UK,
B0070716,UK,
B0070717,UK,
B0070718,UK,
B0070719,UK,
B0070720,UK,
B0070721,UK,
B0070722,UK,
B0070723,UK,
B0070724,UK,
B0070755,Japan,JPY
B0070756,Japan,JPY
B0070757,Japan,JPY
B0070725,UK,
B0070726,UK,
B0070727,UK,
B0070728,UK,
B0070731,UK,
B0070732,UK,
B0070733,UK,
B0070736,UK,
B0070741,Germany,EUR
B0070742,Germany,EUR
B0070743,Germany,EUR
B0070744,Germany,EUR
B0070748,UK,
B0070749,UK,
B0070750,UK,
B0070752,Japan,JPY
B0070753,Japan,JPY
B0070754,Japan,JPY
B0070758,Japan,JPY
B0070759,Japan,JPY
B0070760,Japan,JPY
B0070761,Japan,JPY
B0070762,Japan,JPY
B0070763,Japan,JPY
B0070764,Japan,JPY
B0070765,Japan,JPY
B0070766,Japan,JPY
B0070767,Japan,JPY
B0070768,Japan,JPY
B0070769,Japan,JPY
B0070770,UK,
B0070771,Japan,JPY
B0070772,Japan,JPY
B0070773,Japan,JPY
B0070774,Japan,JPY
B0070775,Japan,JPY
B0070776,Japan,JPY
B0070777,Japan,JPY
B0070780,Germany,EUR
B0070781,Germany,EUR
B0070782,Germany,EUR
B0070783,Germany,EUR
B0070784,Germany,EUR
B0070785,Germany,EUR
B0070787,Germany,EUR
B0070788,Germany,EUR
B0070789,UK,
B0070793,Germany,EUR
B0070794,UK,
B0070795,UK,
B0070796,UK,
B0070797,UK,
B0070798,UK,
B0070799,UK,
B0070800,UK,
B0070801,UK,
B0070808,UK,
B0070810,UK,
B0070814,UK,
B0070802,UK,
B0070803,UK,
B0070804,UK,
B0070805,UK,
B0070806,UK,
B0070807,UK,
B0070809,UK,
B0070811,UK,
B0070812,UK,
B0070813,UK,
B0070818,UK,
B0070819,UK,
B0070820,UK,
B0070821,UK,
B0070822,UK,
B0070823,UK,
B0070849,UK,
B0070850,UK,
B0070851,Germany,EUR
B0070824,UK,
B0070825,UK,
B0070826,UK,
B0070827,UK,
B0070830,UK,
B0070831,UK,
B0070832,UK,
B0070833,UK,
B0070836,UK,
B0070837,UK,
B0070838,UK,
B0070839,Germany,EUR
B0070840,Germany,EUR
B0070841,Germany,EUR
B0070842,Sweden,SEK
B0070843,Sweden,SEK
B0070844,Germany,EUR
B0070845,Germany,EUR
B0070847,Germany,EUR
B0070848,UK,
B0070846,UK,
B0070852,Germany,EUR
B0070854,UK,
B0070855,UK,
B0070856,Germany,EUR
B0070857,UK,
B0070860,Germany,EUR
B0070861,Germany,EUR
B0070862,Germany,EUR
B0070863,USA,USD
B0070864,USA,USD
B0070865,USA,USD
B0070866,USA,USD
B0070867,USA,USD
B0070868,USA,USD
B0070869,USA,USD
B0070870,USA,USD
B0070871,USA,USD
B0070872,USA,USD
B0070873,USA,USD
B0070874,Germany,EUR
B0070875,Germany,EUR
B0070876,Germany,EUR
B0070877,Germany,EUR
B0070878,UK,
B0070879,UK,
B0070880,UK,
B0070881,UK,
B0070882,UK,
B0070883,UK,
B0070884,UK,
B0070885,UK,
B0070886,UK,
B0070887,UK,
B0070888,UK,
B0070889,UK,
B0070891,Germany,EUR
B0070892,Germany,EUR
B0070893,Germany,EUR
B0070894,UK,
B0070895,UK,
B0070896,UK,
B0070897,Germany,EUR
B0070898,Germany,EUR
B0070899,Germany,EUR
B0070900,Germany,EUR
B0070901,UK,
B0070902,UK,
B0070903,UK,
B0070904,Germany,EUR
B0070909,UK,
B0070910,UK,
B0070911,UK,
B0070913,Germany,EUR
B0070914,Germany,EUR
B0070915,UK,
B0070916,UK,
B0070917,UK,
B0070918,UK,
B0070919,UK,
B0070920,UK,
B0070921,UK,
B0070922,UK,
B0070923,UK,
B0070924,UK,
B0070925,UK,
B0070926,UK,
B0070927,UK,
B0070928,UK,
B0070929,UK,
B0070930,UK,
B0070931,UK,
B0070932,UK,
B0070933,UK,
B0070934,UK,
B0070935,UK,
B0070936,UK,
B0070937,UK,
B0070938,UK,
B0070939,UK,
B0070941,USA,USD
B0070944,Japan,JPY
B0070945,Japan,JPY
B0070946,Japan,JPY
B0070947,Japan,JPY
B0070948,Japan,JPY
B0070949,Japan,JPY
B0070950,Germany,EUR
B0070951,Germany,EUR
B0070952,Germany,EUR
B0070954,Germany,EUR
B0070955,Germany,EUR
B0070957,Germany,EUR
B0070958,Germany,EUR
B0070959,Germany,EUR
B0070960,Germany,EUR
B0070961,UK,
B0070963,UK,
B0070965,UK,
B0070966,UK,
B0070962,UK,
B0070964,UK,
B0070967,UK,
B0070968,UK,
B0070970,Germany,EUR
B0070971,Germany,EUR
B0070974,Germany,EUR
B0070975,Germany,EUR
B0070976,Germany,EUR
B0070977,Germany,EUR
B0070980,Germany,EUR
B0070982,Germany,EUR
B0070984,USA,USD
B0070987,Germany,EUR
B0070988,Germany,EUR
B0070989,UK,
B0070990,UK,
B0070991,UK,
B0070994,Germany,EUR
B0070995,Germany,EUR
B0070996,Germany,EUR
B0070997,Germany,EUR
B0070998,Japan,JPY
B0070999,Japan,JPY
B0071000,Japan,JPY
B0071001,Japan,JPY
B0071002,Japan,JPY
B0071003,Japan,JPY
B0071006,Germany,EUR
B0071007,UK,
B0071008,UK,
B0071009,UK,
B0071010,UK,
B0071011,UK,
B0071012,UK,
B0071013,UK,
B0071014,Germany,EUR
B0071015,Germany,EUR
B0071016,Germany,EUR
B0071017,Germany,EUR
B0071018,Germany,EUR
B0071019,Germany,EUR
B0071020,Germany,EUR
B0071021,Germany,EUR
B0071022,Germany,EUR
B0071023,Germany,EUR
B0071025,UK,
B0071027,Germany,EUR
B0071029,Germany,EUR
B0071030,Germany,EUR
B0071031,UK,
B0071034,USA,USD
B0071035,USA,USD
B0071036,UK,
B0071037,UK,
B0071038,UK,
B0071039,USA,USD
B0071040,UK,
B0071041,UK,
B0071043,UK,
B0071044,UK,
B0071046,UK,
B0071045,Germany,EUR
B0071047,UK,
B0071048,UK,
B0071049,UK,
B0071050,UK,
B0071051,UK,
B0071052,UK,
B0071053,UK,
B0071054,UK,
B0071055,UK,
B0071056,UK,
B0071057,UK,
B0071058,UK,
B0071059,UK,
B0071060,UK,
B0071061,UK,
B0071062,Germany,EUR
B0071063,Germany,EUR
B0071064,UK,
B0071274,UK,
B0071065,UK,
B0071066,UK,
B0071067,UK,
B0071068,UK,
B0071069,Germany,EUR
B0071070,Germany,EUR
B0071071,Germany,EUR
B0071072,UK,
B0071176,UK,
B0071217,UK,
B0071256,UK,
B0071264,UK,
B0071265,UK,
B0071266,UK,
B0071267,UK,
B0071268,UK,
B0071269,UK,
B0071270,UK,
B0071271,UK,
B0071272,UK,
B0071273,UK,
B0071275,UK,
B0071276,UK,
B0071277,UK,
B0071278,Germany,EUR
B0071279,Germany,EUR
B0071280,UK,
B0071284,UK,
B0071285,UK,
B0071286,UK,
B0071290,UK,
B0071291,UK,
B0071292,UK,
B0071293,UK,
B0071294,UK,
B0071295,UK,
B0071302,UK,
B0071307,UK,
B0071309,UK,
B0071310,UK,
B0071328,UK,
B0071329,UK,
B0071325,UK,
B0071331,UK,
B0071332,UK,
B0071333,UK,
B0071346,UK,
B0071348,UK,
B0071349,UK,
B0071350,Germany,EUR
B0071353,Germany,EUR
B0071354,Germany,EUR
B0071355,Germany,EUR
B0071356,Germany,EUR
B0071358,UK,
B0071359,UK,
B0071360,Germany,EUR
B0071361,Germany,EUR
B0071366,UK,
B0071367,UK,
B0071369,UK,
B0071370,UK,
B0071371,UK,
B0071372,UK,
B0071382,UK,
B0071385,UK,
B0071396,USA,USD
B0071398,USA,USD
B0071401,USA,USD
B0071403,USA,USD
B0071404,USA,USD
B0071405,USA,USD
B0071408,UK,
B0071409,UK,
B0071410,UK,
B0071413,UK,
B0071419,UK,
B0071420,UK,
B0071421,UK,
B0071451,UK,
B0071452,UK,
B0071453,UK,
B0071454,UK,
B0071455,UK,
B0071456,UK,
B0071457,UK,
B0071458,UK,
B0071459,UK,
B0071460,UK,
B0071461,UK,
B0071462,UK,
B0071463,UK,
B0071464,UK,
B0071465,UK,
B0071466,UK,
B0071467,UK,
B0071468,UK,
B0071507,UK,
B0071514,UK,
B0071622,UK,
B0071469,UK,
B0071470,UK,
B0071471,UK,
B0071472,UK,
B0071473,UK,
B0071474,UK,
B0071475,UK,
B0071477,UK,
B0071480,UK,
B0071481,UK,
B0071484,UK,
B0071488,UK,
B0071492,UK,
B0071493,UK,
B0071496,UK,
B0071654,UK,
B0071659,UK,
B0071747,UK,
B0071503,UK,
B0071504,UK,
B0071508,UK,
B0071512,UK,
B0071517,UK,
B0071518,UK,
B0071519,UK,
B0071520,UK,
B0071528,UK,
B0071541,UK,
B0071548,UK,
B0071554,UK,
B0071571,UK,
B0071592,UK,
B0071748,UK,
B0071751,UK,
B0071756,UK,
B0071594,UK,
B0071603,UK,
B0071605,UK,
B0071606,UK,
B0071608,UK,
B0071610,UK,
B0071624,UK,
B0071631,UK,
B0071638,UK,
B0071674,UK,
B0071675,UK,
B0071676,UK,
B0071677,UK,
B0071678,UK,
B0071763,UK,
B0071795,UK,
B0071859,UK,
B0071880,UK,
B0071684,UK,
B0071686,UK,
B0071687,UK,
B0071690,UK,
B0071691,UK,
B0071692,UK,
B0071695,UK,
B0071697,UK,
B0071698,UK,
B0071699,UK,
B0071710,UK,
B0071714,UK,
B0071716,UK,
B0071718,UK,
B0071719,UK,
B0071742,UK,
B0071743,UK,
B0071720,UK,
B0071721,UK,
B0071722,UK,
B0071724,UK,
B0071726,UK,
B0071733,UK,
B0071735,UK,
B0071739,UK,
B0071866,UK,
B0071867,UK,
B0071868,UK,
B0071869,UK,
B0071870,UK,
B0071871,UK,
B0071872,UK,
B0071882,UK,
B0071891,UK,
B0071906,UK,
B0071926,UK,
B0071934,UK,
B0071937,UK,
B0071953,UK,
B0071960,UK,
B0071996,UK,
B0071997,UK,
B0072008,UK,
B0072022,UK,
B0072027,UK,
B0072031,UK,
B0072032,UK,
B0072136,Germany,EUR
B0072137,Germany,EUR
B0072138,Germany,EUR
B0072139,Germany,EUR
B0072140,Germany,EUR
B0072141,Germany,EUR
B0072142,Germany,EUR
B0072187,UK,
B0072188,UK,
B0072189,UK,
B0072190,UK,
B0072191,UK,
B0072192,UK,
B0072193,UK,
B0072194,UK,
B0072195,UK,
B0072196,Germany,EUR
B0072197,UK,
B0072198,UK,
B0072199,UK,
B0072200,UK,
B0072201,Germany,EUR
B0072202,Germany,EUR
B0072203,UK,
B0072204,UK,
B0072205,UK,
B0072206,UK,
B0072207,UK,
B0072208,UK,
B0072209,UK,
B0072210,UK,
B0072211,UK,
B0072212,UK,
B0072213,UK,
B0072214,UK,
B0072215,UK,
B0072216,UK,
B0072217,UK,
B0072218,UK,
B0072219,UK,
B0072220,UK,
B0072221,UK,
B0072222,UK,
B0072223,UK,
B0072224,UK,
B0072225,UK,
B0072226,UK,
B0072227,UK,
B0072228,UK,
B0072229,UK,
B0072230,UK,
B0072231,UK,
B0072232,UK,
B0072233,UK,
B0072234,UK,
B0072235,UK,
B0072236,UK,
B0072237,UK,
B0072238,UK,
B0072239,UK,
B0072240,UK,
B0072241,UK,
B0072242,UK,
B0072268,Germany,EUR
B0072274,UK,
B0072281,Germany,EUR
B0072286,UK,
B0072342,Germany,EUR
B0072344,Germany,EUR
B0072348,UK,
B0072349,UK,
B0072350,UK,
B0072351,UK,
B0072352,UK,
B0072353,Japan,JPY
B0072354,Japan,JPY
B0072355,UK,
B0072356,UK,
B0072357,UK,
B0072358,Germany,EUR
B0072359,Germany,EUR
B0072360,Germany,EUR
B0072361,Germany,EUR
B0072362,UK,
B0072363,UK,
B0072364,UK,
B0072365,UK,
B0072366,UK,
B0072367,UK,
B0072368,UK,
B0072369,UK,
B0072370,UK,
B0072371,UK,
B0072372,Germany,EUR
B0072377,UK,
B0072378,UK,
B0072379,UK,
B0072382,UK,
B0072385,UK,
B0072386,UK,
B0072392,UK,
B0072393,UK,
B0072397,UK,
B0072398,UK,
B0072399,UK,
B0072400,UK,
B0072443,UK,
B0072472,UK,
B0072401,UK,
B0072406,UK,
B0072407,UK,
B0072413,UK,
B0072416,UK,
B0072417,UK,
B0072420,UK,
B0072421,UK,
B0072422,UK,
B0072425,UK,
B0072427,UK,
B0072428,UK,
B0072431,UK,
B0072434,UK,
B0072473,UK,
B0072474,UK,
B0072475,UK,
B0072435,UK,
B0072449,UK,
B0072452,UK,
B0072453,UK,
B0072454,UK,
B0072456,UK,
B0072476,UK,
B0072477,UK,
B0072478,UK,
B0072479,UK,
B0072480,UK,
B0072481,UK,
B0072482,UK,
B0072483,UK,
B0072484,UK,
B0072485,UK,
B0072486,UK,
B0072487,UK,
B0072488,UK,
B0072489,UK,
B0072490,UK,
B0072491,UK,
B0072492,UK,
B0072493,UK,
B0072494,UK,
B0072495,UK,
B0072496,UK,
B0072498,UK,
B0072499,UK,
B0072500,UK,
B0072501,UK,
B0072502,UK,
B0072503,UK,
B0072504,Germany,EUR
B0072511,UK,
B0072513,UK,
B0072515,UK,
B0072516,UK,
B0072517,UK,
B0072518,UK,
B0072520,UK,
B0072522,UK,
B0072523,UK,
B0072524,UK,
B0072525,UK,
B0072527,UK,
B0072528,UK,
B0072529,UK,
B0072530,UK,
B0072531,UK,
B0072533,UK,
B0072536,UK,
B0072537,UK,
B0072538,Germany,EUR
B0072539,Germany,EUR
B0072540,Germany,EUR
B0072541,Germany,EUR
B0072547,Germany,EUR
B0072550,Germany,EUR
B0072554,Germany,EUR
B0072542,Germany,EUR
B0072543,Germany,EUR
B0072544,Germany,EUR
B0072545,Germany,EUR
B0072546,Germany,EUR
B0072548,Germany,EUR
B0072549,Germany,EUR
B0072551,Germany,EUR
B0072552,Germany,EUR
B0072553,Germany,EUR
B0072555,Germany,EUR
B0072556,Germany,EUR
B0072557,Germany,EUR
B0072558,Germany,EUR
B0072559,Germany,EUR
B0072560,Germany,EUR
B0072585,UK,
B0072586,UK,
B0072561,Germany,EUR
B0072562,Germany,EUR
B0072563,Germany,EUR
B0072564,Germany,EUR
B0072565,Germany,EUR
B0072566,Germany,EUR
B0072567,Germany,EUR
B0072568,Germany,EUR
B0072569,Germany,EUR
B0072570,Germany,EUR
B0072571,Germany,EUR
B0072572,Germany,EUR
B0072573,Germany,EUR
B0072574,Germany,EUR
B0072575,Germany,EUR
B0072577,USA,USD
B0072579,USA,USD
B0072583,USA,USD
B0072576,Germany,EUR
B0072578,Germany,EUR
B0072580,Germany,EUR
B0072581,Germany,EUR
B0072582,Germany,EUR
B0072584,Germany,EUR
B0072587,UK,
B0072588,UK,
B0072589,Germany,EUR
B0072590,UK,
B0072592,Germany,EUR
B0072600,Germany,EUR
B0072601,Germany,EUR
B0072603,Germany,EUR
B0072605,Germany,EUR
B0072606,Germany,EUR
B0072612,Germany,EUR
B0072614,Germany,EUR
B0072616,Germany,EUR
B0072625,Germany,EUR
B0072632,Germany,EUR
B0072633,Germany,EUR
B0072635,Germany,EUR
B0072644,Germany,EUR
B0072645,Germany,EUR
B0072646,Germany,EUR
B0072647,Germany,EUR
B0072648,Germany,EUR
B0072649,Germany,EUR
B0072650,Germany,EUR
B0072651,Germany,EUR
B0072655,Germany,EUR
B0072657,Germany,EUR
B0072659,Germany,EUR
B0072660,UK,
B0072661,UK,
B0072664,UK,
B0072669,Germany,EUR
B0072670,UK,
B0072671,Germany,EUR
B0072672,Germany,EUR
B0072673,Germany,EUR
B0072677,Germany,EUR
B0072678,Germany,EUR
B0072679,Germany,EUR
B0072680,Germany,EUR
B0072683,Germany,EUR
B0072685,Germany,EUR
B0072686,Germany,EUR
B0072688,Germany,EUR
B0072690,Germany,EUR
B0072693,Germany,EUR
B0072694,UK,
B0072695,Germany,EUR
B0072696,Germany,EUR
B0072700,Germany,EUR
B0072701,Germany,EUR
B0072702,Germany,EUR
B0072707,Germany,EUR
B0072709,Germany,EUR
B0072710,Germany,EUR
B0072715,Germany,EUR
B0072721,Germany,EUR
B0072722,Germany,EUR
B0072729,Germany,EUR
B0072731,Germany,EUR
B0072733,Germany,EUR
B0072735,Germany,EUR
B0072737,Germany,EUR
B0072739,Germany,EUR
B0072746,UK,
B0072747,UK,
B0072748,UK,
B0072749,Germany,EUR
B0072752,Germany,EUR
B0072758,UK,
B0072759,UK,
B0072760,UK,
B0072762,UK,
B0072763,UK,
B0072765,UK,
B0072761,UK,
B0072766,UK,
B0072768,UK,
B0072771,UK,
B0072772,UK,
B0072773,UK,
B0072774,UK,
B0072775,UK,
B0072776,UK,
B0072779,UK,
B0072780,UK,
B0072794,UK,
B0072795,UK,
B0072797,UK,
B0072800,UK,
B0072806,UK,
B0072807,UK,
B0072808,UK,
B0072809,UK,
B0072810,UK,
B0072812,Germany,EUR
B0072813,Germany,EUR
B0072814,Germany,EUR
B0072815,UK,
B0072816,Germany,EUR
B0072817,UK,
B0072818,UK,
B0072819,UK,
B0072820,UK,
B0072821,UK,
B0072822,UK,
B0072826,UK,
B0072827,UK,
B0072828,UK,
B0072829,UK,
B0072830,Germany,EUR
B0072833,Germany,EUR
B0072831,Germany,EUR
B0072832,Germany,EUR
B0072835,Germany,EUR
B0072836,Germany,EUR
B0072837,UK,
B0072838,UK,
B0072840,UK,
B0072841,UK,
B0072843,UK,
B0072844,UK,
B0072845,UK,
B0072846,UK,
B0072847,UK,
B0072848,UK,
B0072849,UK,
B0072850,UK,
B0072851,UK,
B0072874,UK,
B0072875,UK,
B0072852,UK,
B0072853,UK,
B0072854,UK,
B0072855,UK,
B0072856,UK,
B0072857,UK,
B0072858,UK,
B0072859,UK,
B0072860,UK,
B0072861,UK,
B0072862,UK,
B0072863,UK,
B0072864,UK,
B0072865,UK,
B0072866,UK,
B0072867,UK,
B0072869,UK,
B0072872,UK,
B0072873,UK,
B0072868,UK,
B0072870,UK,
B0072871,UK,
B0072876,UK,
B0072877,UK,
B0072878,UK,
B0072879,UK,
B0072880,UK,
B0072881,UK,
B0072882,UK,
B0072883,UK,
B0072884,UK,
B0072885,UK,
B0072886,UK,
B0072887,UK,
B0072888,UK,
B0072960,UK,
B0072961,UK,
B0072962,UK,
B0072963,UK,
B0072889,UK,
B0072890,UK,
B0072891,UK,
B0072892,UK,
B0072893,UK,
B0072894,UK,
B0072895,UK,
B0072899,UK,
B0072900,UK,
B0072901,UK,
B0072902,UK,
B0072903,UK,
B0072904,UK,
B0072905,UK,
B0072906,UK,
B0072907,Germany,EUR
B0072909,Germany,EUR
B0072910,Germany,EUR
B0072911,Germany,EUR
B0072913,Germany,EUR
B0072914,Germany,EUR
B0072915,Germany,EUR
B0072916,Germany,EUR
B0072917,Germany,EUR
B0072918,Germany,EUR
B0072919,Germany,EUR
B0072920,Germany,EUR
B0072921,UK,
B0072922,UK,
B0072923,UK,
B0072924,UK,
B0072925,UK,
B0072926,UK,
B0072934,Germany,EUR
B0072935,Germany,EUR
B0072937,UK,
B0072938,UK,
B0072939,UK,
B0072940,Germany,EUR
B0072941,Germany,EUR
B0072942,Germany,EUR
B0072943,Germany,EUR
B0072944,Germany,EUR
B0072945,Germany,EUR
B0072948,UK,
B0072949,UK,
B0072950,Germany,EUR
B0072951,UK,
B0072952,UK,
B0072953,UK,
B0072954,UK,
B0072955,UK,
B0072956,UK,
B0072957,UK,
B0072958,UK,
B0072959,UK,
B0072964,UK,
B0072965,UK,
B0072966,UK,
B0072967,UK,
B0072968,UK,
B0072969,UK,
B0072970,UK,
B0072971,UK,
B0072972,UK,
B0072973,UK,
B0072974,UK,
B0072975,UK,
B0072976,UK,
B0072977,UK,
B0072978,UK,
B0072980,UK,
B0072981,UK,
B0072989,UK,
B0072991,UK,
B0072994,UK,
B0073000,Germany,EUR
B0072985,UK,
B0072990,UK,
B0073007,Germany,EUR
B0073008,Germany,EUR
B0073009,UK,
B0073010,UK,
B0073011,UK,
B0073012,UK,
B0073013,UK,
B0073014,UK,
B0073015,UK,
B0073016,Germany,EUR
B0073017,Germany,EUR
B0073018,Germany,EUR
B0073019,Germany,EUR
B0073020,Germany,EUR
B0073021,Germany,EUR
B0073022,Germany,EUR
B0073023,Germany,EUR
B0073024,Germany,EUR
B0073025,Germany,EUR
B0073027,Germany,EUR
B0073028,Germany,EUR
B0073031,Germany,EUR
B0073032,Germany,EUR
B0073033,Germany,EUR
B0073035,Germany,EUR
B0073036,Germany,EUR
B0073037,Germany,EUR
B0073038,Germany,EUR
B0073039,Germany,EUR
B0073040,Germany,EUR
B0073041,Germany,EUR
B0073046,Germany,EUR
B0073047,Germany,EUR
B0073048,Germany,EUR
B0073049,UK,
B0073050,UK,
B0073051,UK,
B0073052,UK,
B0073053,UK,
B0073054,UK,
B0073055,Germany,EUR
B0073056,Germany,EUR
B0073057,Germany,EUR
B0073058,Germany,EUR
B0073059,Germany,EUR
B0073060,UK,
B0073063,Germany,EUR
B0073064,Germany,EUR
B0073065,Germany,EUR
B0073067,Germany,EUR
B0073068,Germany,EUR
B0073069,Germany,EUR
B0073070,Germany,EUR
B0073071,Germany,EUR
