PURCH_ORDER,PART_NO,AREA,ORDER_TYPE,SUPPLIER,COST,CURRENCY,RAISED_DATE,CLOSED_DATE
B0038958,6G33--102B00--AA,G,B,D1Z3A,7.92,,7/11/05,11/21/11
B0039047,4G43-114B26-AE,G,B,D1Z3A,10.24,,7/18/05,11/21/11
B0039222,6G33--28614--AA,G,B,D22RC,0.139,,7/27/05,3/10/10
B0039332,GO6G33--10277--AC,G,B,DN0AB,20.6219,EUR,8/9/05,1/4/10
B0038959,6G33--102B00--BA,G,B,D1Z3A,7.92,,7/11/05,11/21/11
B0038962,4G43-00152-AF,G,B,D1Z3A,8.2,,7/11/05,10/24/11
B0038963,4G43-00152-BF,G,B,D1Z3A,8.2,,7/11/05,10/24/11
B0038986,6G33--84959--AB,G,B,D1Z3A,1.15,,7/13/05,11/21/11
B0039153,W500025-S301,G,B,R8S1A,0.0226,,7/20/05,11/21/11
B0039172,4G43-3B236-BA,G,B,R8S1A,2.1,,7/21/05,11/21/11
B0039227,6G33--16E648--AA,G,B,R8LCA,0.072,,7/28/05,3/10/10
B0039335,4G43-C27746-AB,G,B,D1Z3A,2.13,,8/9/05,11/21/11
B0039354,6G33--C28670--AE,G,B,C8C9A,5.506,,8/10/05,11/21/11
B0039367,6G33--68066--AB,G,B,D1Z3A,4.27,,8/11/05,11/21/11
B0039370,4G43-3C529-AB,G,B,D06PG,96.372,,8/11/05,9/14/10
B0039372,4G43-19A321-AD,G,B,MQKCA,28.68,,8/11/05,2/7/11
B0039373,4G43-19A321-BD,G,B,MQKCA,28.68,,8/11/05,2/7/11
B0039375,4G43-19A321-DD,G,B,MQKCA,28.68,,8/11/05,2/7/11
B0039376,4G43-19A321-ED,G,B,MQKCA,28.6802,,8/11/05,2/7/11
B0039377,4G43-19A321-FD,G,B,MQKCA,28.68,,8/11/05,2/7/11
B0039378,4G43-19A321-GD,G,B,MQKCA,28.68,,8/11/05,2/7/11
B0039379,4G43-19A321-HC,G,B,MQKCA,28.68,,8/11/05,2/7/11
B0039381,4G43-19A321-KD,G,B,MQKCA,28.68,,8/11/05,2/7/11
B0039476,4G43-19A321-CD,G,B,MQKCA,28.68,,8/18/05,2/7/11
B0039493,4G43-3R700-AA,G,B,MNPEA,4.9451,EUR,8/22/05,7/15/10
B0039612,4G43-611B68-CEW,G,B,CNVZA,10.29,,9/1/05,11/21/11
B0039613,4G43-611B68-BEW,G,B,CNVZA,10.29,,9/1/05,11/21/11
B0039775,4G43-54796-AB,G,B,C8P5H,27.1879,EUR,9/7/05,1/13/10
B0039776,4G43-54797-AB,G,B,C8P5H,27.1879,EUR,9/7/05,1/13/10
B0039870,4G43-13K376-AA,G,B,Q80QC,1.4573,EUR,9/16/05,7/15/10
B0039913,6G33--41692--AB,G,B,U9CJA,0.98,,9/21/05,11/21/11
B0039969,GO6G33--101A70--AA,G,B,DN0AB,21.6259,EUR,9/26/05,1/4/10
B0039971,GO6G33--101A71--AA,G,B,DN0AB,21.6259,EUR,9/26/05,1/4/10
B0040081,4G43-8B081-AF,G,B,CJ0GA,4.7647,EUR,9/29/05,11/26/10
B0040082,4G43-8N029-AF,G,B,CJ0GA,3.6905,EUR,9/29/05,11/26/10
B0040139,6G33--24926--AB,G,B,D1Z3A,1.92,,10/3/05,11/21/11
B0040140,6G33--24927--AB,G,B,D1Z3A,1.92,,10/3/05,11/21/11
B0040252,4G43-5B530-BC,G,B,L2L7A,66.963,,10/6/05,2/1/10
B0040319,6G33--C18980--AA,G,B,BAHZB,14.475,,10/10/05,11/21/11
B0040320,6G33--C18981--AA,G,B,BAHZB,14.475,,10/10/05,11/21/11
B0040350,6G33--9G444--AA,G,B,N578A,8.6692,USD,10/13/05,3/11/10
B0040431,4G43-111C73-AC,G,B,D1Z3A,1.83,,10/19/05,11/21/11
B0040441,6G33--21118--AA,G,B,D22RC,1.769,,10/20/05,3/10/10
B0040448,6G33--14A666--AA,G,B,CBMPA,1.04,,10/20/05,11/21/11
B0040462,4G43-38580-AH,G,B,LBEXA,62.95,,10/25/05,11/21/11
B0040463,GO6G33--F01612--AB,G,B,AGW0A,49.25,,10/25/05,11/21/11
B0040464,GO6G33--F01613--AB,G,B,AGW0A,49.25,,10/25/05,11/21/11
B0040473,6G33--E801202--AA,G,B,R8S1A,0.0685,,10/26/05,11/30/10
B0040496,2W93-15K859-BC,G,B,D25KE,7.453,EUR,10/27/05,8/16/15
B0040499,3W83-15K864-AA,G,B,D25KE,1.8283,EUR,10/27/05,
B0040500,6G33--111K37--AE,G,B,D22CG,4.85,,10/28/05,11/21/11
B0040515,6G33--58864--AA,G,B,D22RC,0.089,,10/28/05,3/10/10
B0040556,6G33--B466K45--AA,G,B,U9CJA,0.6312,,10/31/05,12/10/13
B0040584,GO6G33--C10026--AC,G,B,DN0AB,25.5442,EUR,11/1/05,1/4/10
B0040586,GO6G33--C10027--AC,G,B,DN0AB,25.5442,EUR,11/1/05,1/4/10
B0040621,4G43-42740-AC,G,B,V00QA,7.788,,11/3/05,11/21/11
B0040622,4G43-42741-AC,G,B,V00QA,7.788,,11/3/05,11/21/11
B0040719,4G43-501A00-AJ,G,B,D22CG,187.97,,11/14/05,11/21/11
B0040731,6G33--22614--AB,G,B,CZ2ZA,69.375,,11/15/05,11/21/11
B0040732,6G33--22615--AB,G,B,CZ2ZA,69.375,,11/15/05,11/21/11
B0040763,4G43-67482-ABW,G,B,BAHZB,11.646,,11/17/05,11/21/11
B0040764,4G43-310B08-ABW,G,B,BAHZB,11.543,,11/17/05,11/21/11
B0040765,4G43-310B09-ABW,G,B,BAHZB,11.543,,11/17/05,11/21/11
B0040851,6G33--C20708--AH,G,B,DTPEA,45.79,,11/21/05,
B0040852,6G33--C20709--AH,G,B,DTPEA,45.79,,11/21/05,
B0040894,6G33--28442--AF,G,B,ECFRA,9.78,,11/21/05,8/28/09
B0040895,6G33--28443--AF,G,B,ECFRA,9.78,,11/21/05,8/28/09
B0040930,2W93-19A434-BA,G,B,B47PG,1.28,,11/22/05,11/21/11
B0040931,4G43-166562-AG,G,B,D22RC,33.71,,11/23/05,3/10/10
B0040932,4G43-166563-AG,G,B,D22RC,33.71,,11/23/05,3/10/10
B0040990,6G33--S064T64--BD,G,B,C97XA,14.9168,EUR,11/24/05,11/21/11
B0041095,6G33--7869--AB,G,B,BX3PA,48.989,,11/30/05,11/21/11
B0041098,4G43-19D719-AF,G,B,AGXRA,15.934,EUR,12/1/05,11/21/11
B0041136,6G33--33622--AB,G,B,BHEWA,1.5,,12/5/05,2/3/11
B0041138,6G33--20564--BD,G,B,P415X,2.424,,12/5/05,11/21/11
B0041139,6G33--20565--BD,G,B,P415X,2.424,,12/5/05,11/21/11
B0041146,6G33--C27846--AT,G,B,D22CG,133.545,,12/5/05,9/15/10
B0041147,6G33--C27847--AT,G,B,D22CG,133.545,,12/5/05,9/15/10
B0041200,4G43-L40738-AE,G,B,C8C9A,1.77,,12/15/05,11/21/11
B0041201,4G43-L40739-AE,G,B,C8C9A,1.77,,12/15/05,11/21/11
B0041478,4G43-10E887-BD,G,B,C8A9A,1.6781,,1/9/06,11/19/10
B0041562,6G33--18C917--AB,G,B,EJXZA,7.3395,,1/10/06,6/13/11
B0041269,4G43-1228494-CH,G,B,P415X,57.53,,12/20/05,11/21/11
B0041274,4G43-044J09-AC,G,B,D22RC,4.036,,12/20/05,3/10/10
B0041275,6G33--044J08--AA,G,B,D22RC,3.972,,12/20/05,3/10/10
B0041332,6G33--3520--AA,G,B,R8S1A,0.099,,1/4/06,11/30/10
B0041428,4G43-13B525-BE,G,B,C8A9A,6.3535,,1/9/06,11/22/10
B0041443,4G43-7201-BE,G,B,C8A9A,2.0952,,1/9/06,11/22/10
B0041500,4G43-L04703-AG,G,B,C8A9A,14.9089,,1/9/06,11/22/10
B0041502,6G33--18808--LA,G,B,C8A9A,1.5132,,1/9/06,11/22/10
B0041505,4G43-18K876-DF,G,B,C8A9A,3.5211,,1/9/06,11/22/10
B0041525,4G43-18C830-CC,G,B,C8A9A,1.9691,,1/9/06,11/22/10
B0041571,6G33--L03642--AA,G,B,AXE7A,0.11,,1/10/06,11/21/11
B0041580,6G33--10E901--AB,G,B,U9CJA,3.66,,1/11/06,11/21/11
B0041658,30669107,G,B,G1UHF,7.21,EUR,1/19/06,2/4/13
B0041665,4G43-02276-AB,G,B,D22RC,0.425,,1/19/06,3/10/10
B0041678,4G43-445396-BC,G,B,BX3PA,40.77,,1/23/06,11/21/11
B0042266,6G43-1K003-PA,G,B,ECGAA,249.58,,3/9/06,11/21/11
B0042350,4G43-N43400-AB,G,B,V3NPA,13.495,,3/20/06,12/10/13
B0042385,4G43-122764-AB,G,B,D22RC,0.341,,3/22/06,3/10/10
B0041687,DBC12311,G,B,R8S1A,0.15,,1/24/06,11/30/10
B0041740,GO6G33--F01760--AA,G,B,AGW0A,63.16,,1/31/06,11/21/11
B0041741,GO6G33--F01760--BA,G,B,AGW0A,63.16,,1/31/06,11/21/11
B0041742,GO6G33--F01761--AA,G,B,AGW0A,63.16,,1/31/06,11/21/11
B0041743,GO6G33--F01761--BA,G,B,AGW0A,63.16,,1/31/06,11/21/11
B0041760,P06G33--L101K92--AC,G,B,ECFRA,0.9,,2/1/06,8/28/09
B0041761,P06G33--L101K93--AC,G,B,ECFRA,0.9,,2/1/06,8/28/09
B0041763,P06G33--L10116--AC,G,B,ECFRA,5.67,,2/1/06,8/28/09
B0041764,P06G33--L10117--AC,G,B,ECFRA,5.67,,2/1/06,8/28/09
B0041829,6G33--7K364--AA,G,B,K743D,0.683,,2/8/06,5/25/10
B0041870,2U5A-B280B63-AA,G,B,D33MA,0.2772,EUR,2/10/06,12/1/10
B0041909,5M5T-14B192-BA,G,B,R89DB,0.4012,EUR,2/16/06,12/9/14
B0041922,4G43-18A000-AB,G,B,R8Z5A,10,,2/17/06,11/21/11
B0041923,4G43-18A001-AB,G,B,R8Z5A,10.41,,2/17/06,11/21/11
B0041929,   4G43-L243A60-AG,G,B,R8Z5A,104.61,,2/17/06,11/21/11
B0041930,4G43-L243A61-AG,G,B,R8Z5A,104.61,,2/17/06,11/21/11
B0041931,GO4G43-C03014-AH,G,B,R8Z5A,261.61,,2/17/06,11/21/11
B0041932,GO4G43-C03014-BH,G,B,R8Z5A,261.61,,2/17/06,11/21/11
B0041933,GO4G43-L03014-AJ,G,B,R8Z5A,287.36,,2/17/06,11/21/11
B0041934,GO4G43-L03014-BJ,G,B,R8Z5A,287.36,,2/17/06,11/21/11
B0041968,4G43-001B46-AA,G,B,S3K0A,7.82,,2/20/06,11/21/11
B0041998,978F-12K073-BA,G,B,AKDXA,1.0426,USD,2/21/06,11/25/10
B0042001,6G43-1K024-AA,G,B,EM0MA,12.6001,EUR,2/21/06,10/17/11
B0042046,4G43-7M125-CB,G,B,R8Z5A,9.45,,2/22/06,9/7/09
B0042048,4G43-L24858-AA,G,B,R8Z5A,16.74,,2/22/06,11/21/11
B0042049,4G43-L24859-AA,G,B,R8Z5A,16.74,,2/22/06,11/21/11
B0042050,4G43-100A04-AH,G,B,R8Z5A,60.43,,2/22/06,11/21/11
B0042051,   4G43-100A05-AH,G,B,R8Z5A,60.43,,2/22/06,11/21/11
B0042052,4G43-101A66-AE,G,B,R8Z5A,14.94,,2/22/06,11/21/11
B0042053,4G43-101A67-AE,G,B,R8Z5A,15.29,,2/22/06,11/21/11
B0042054,4G43-611D38-AE,G,B,R8Z5A,16.82,,2/22/06,11/21/11
B0042055,4G43-611D39-AE,G,B,R8Z5A,16.82,,2/22/06,11/21/11
B0042068,4G43-3438-AD,G,B,R8Z5A,22.52,,2/22/06,11/21/11
B0042069,4G43-3439-AC,G,B,R8Z5A,22.52,,2/22/06,11/21/11
B0042109,GO6G33--3438--AD,G,B,R8Z5A,22.52,,2/27/06,11/21/11
B0042110,GO6G33--3439--AD,G,B,R8Z5A,22.52,,2/27/06,11/21/11
B0042121,P06G33--L10026--AC    ,G,B,ECFRA,4.05,,2/27/06,8/28/09
B0042122,P06G33--L10027--AC,G,B,ECFRA,4.05,,2/27/06,8/28/09
B0042263,6G43-1K003-MA,G,B,ECGAA,255.89,,3/9/06,11/21/11
B0042264,6G43-1K003-NA,G,B,ECGAA,255.89,,3/9/06,11/21/11
B0042265,6G43-1K003-OA,G,B,ECGAA,249.58,,3/9/06,11/21/11
B0042130,6G33--130173--AA,G,B,P415X,0.23,,2/28/06,11/21/11
B0042131,6G33--130174--AA,G,B,P415X,0.23,,2/28/06,11/21/11
B0042148,4G43-8C607-AA,G,B,C9G4A,64.258,EUR,3/1/06,11/21/11
B0042229,4G43-C18978-ADW,G,B,BAHZB,17.702,,3/6/06,11/21/11
B0042231,4G43-C18979-ADW,G,B,BAHZB,17.702,,3/6/06,11/21/11
B0042367,7G43-10A668-AA,G,B,C8A9A,3.47,,3/21/06,5/7/10
B0042386,4G43-122765-AB,G,B,D22RC,0.275,,3/22/06,3/10/10
B0042391,4G43-2282-BB,G,B,BZT3A,6.73,,3/22/06,1/19/10
B0042500,6G33--7K574--BB,G,B,BZT3A,15.7,,3/28/06,1/19/10
B0042578,4G43-L40408-AE,G,B,D0VFA,15.89,,3/29/06,8/16/15
B0042637,7G43-L64216-AB,G,B,C8A9A,7.64,,3/31/06,11/22/10
B0042648,6G43-14A227-DA,G,B,CBMPA,32.31,,4/4/06,11/4/14
B0042649,4G43-14540-AB,G,B,N3RUA,12.44,,4/4/06,8/16/15
B0042650,6G33--14540--AA,G,B,N3RUA,12.57,,4/4/06,8/16/15
B0042653,6G33--14717--AA,G,B,N3RUA,5.14,,4/4/06,8/16/15
B0043126,4G43-3438-AK,G,B,R8Z5A,22.44,,4/28/06,8/16/15
B0043127,4G43-3439-AK,G,B,R8Z5A,22.44,,4/28/06,8/16/15
B0043132,GO6G33--3438--AE,G,B,R8Z5A,22.44,,4/28/06,8/16/15
B0042702,7G43-L600M64-AAW,G,B,KWB4A,787.97,,4/4/06,8/16/15
B0042703,7G43-L600M64-BAW,G,B,KWB4A,847.92,,4/4/06,8/16/15
B0042766,7G43-F62931-BA,G,B,AXE7A,0.98,,4/5/06,8/16/15
B0042767,7G43-F62923-BA,G,B,AXE7A,0.98,,4/5/06,8/16/15
B0042768,7G43-F62967-BA,G,B,AXE7A,1.68,,4/5/06,8/16/15
B0042769,7G43-F62997-BA,G,B,AXE7A,0.74,,4/5/06,8/16/15
B0042772,7G43-F62930-BA,G,B,AXE7A,0.98,,4/5/06,8/16/15
B0042773,7G43-F62922-BA,G,B,AXE7A,0.98,,4/5/06,8/16/15
B0042775,7G43-F62968-BA    ,G,B,AXE7A,1.68,,4/5/06,8/16/15
B0042776,7G43-F62920-BA,G,B,AXE7A,0.74,,4/5/06,8/16/15
B0042777,7G43-F62995-BA,G,B,AXE7A,1.01,,4/5/06,8/16/15
B0042789,7G43-F62297-BA,G,B,AXE7A,2.35,,4/5/06,8/16/15
B0042790,7G43-F613K44-BA,G,B,AXE7A,1.47,,4/5/06,8/16/15
B0042805,7G43-F616A35-BA,G,B,AXE7A,0.51,,4/5/06,8/16/15
B0042842,4G43-8C350-AD,G,B,LBEXA,18.9,,4/10/06,4/7/10
B0042843,4G43-8C363-AF,G,B,LBEXA,15.43,,4/10/06,4/7/10
B0042998,7G43-F62994-BA,G,B,AXE7A,1.01,,4/20/06,8/16/15
B0043047,7G43-115723-AA,G,B,U9CJA,0.1071,,4/25/06,12/10/13
B0043069,4G43-02275-AB,G,B,D22RC,0.404,,4/27/06,3/10/10
B0043106,1S71-3E721-AF,G,B,ETTHA,0.4149,EUR,4/27/06,3/10/10
B0043122,7G33-1A096-BA,G,B,BDD0A,2.0546,EUR,4/28/06,12/16/13
B0043133,GO6G33--3439--AE,G,B,R8Z5A,22.44,,4/28/06,8/16/15
B0043134,GO4G43-101A67-AG,G,B,R8Z5A,14.91,,4/28/06,8/16/15
B0043135,GO4G43-101A66-AG,G,B,R8Z5A,14.91,,4/28/06,8/16/15
B0043136,GO4G43-100A04-AK,G,B,R8Z5A,60.19,,4/28/06,8/16/15
B0043161,GO7G33-11160-AA,G,B,C8A9A,4.05,,5/2/06,9/20/12
B0043163,6G33--04432--BD,G,B,C7F7A,8.49,,5/2/06,8/31/12
B0043200,7G43-14401-EB,G,B,CBMPA,82.07,,5/4/06,11/4/14
B0043201,7G43-14401-FB,G,B,CBMPA,89.51,,5/4/06,11/4/14
B0043202,7G43-14401-GB,G,B,CBMPA,76.13,,5/4/06,11/4/14
B0043203,7G43-14401-HB,G,B,CBMPA,76.17,,5/4/06,11/4/14
B0043204,7G43-14B079-CA,G,B,CBMPA,44.02,,5/4/06,11/4/14
B0043205,7G43-14B079-DA,G,B,CBMPA,44.5,,5/4/06,11/4/14
B0043206,7G43-14B079-EA,G,B,CBMPA,44.5,,5/4/06,8/16/15
B0043207,7G43-15B484-AC,G,B,CBMPA,16.18,,5/4/06,11/4/14
B0043208,7G43-14630-AC,G,B,CBMPA,22.47,,5/4/06,8/16/15
B0043209,7G43-14630-BC,G,B,CBMPA,22.47,,5/4/06,11/4/14
B0043220,4G43-015A23-AD,G,B,D1Z3A,3.05,,5/4/06,10/24/11
B0043221,4G43-021A59-AD,G,B,D1Z3A,1.8,,5/4/06,8/16/15
B0043222,4G43-015A22-AC,G,B,D1Z3A,3.54,,5/4/06,10/24/11
B0043225,4G43-021A58-AC,G,B,D1Z3A,1.8,,5/4/06,8/16/15
B0043210,7G43-14631-AC,G,B,CBMPA,23.28,,5/4/06,11/4/14
B0043211,7G43-14631-BC,G,B,CBMPA,23.27,,5/4/06,11/4/14
B0043212,7G43-14A005-AD,G,B,CBMPA,348.92,,5/4/06,11/4/14
B0043213,7G43-14A005-BD,G,B,CBMPA,348.39,,5/4/06,11/4/14
B0043214,7G43-14A005-CD,G,B,CBMPA,270.1,,5/4/06,11/4/14
B0043215,7G43-14A005-DD,G,B,CBMPA,269.95,,5/4/06,11/4/14
B0043236,4G43-002K06-AD,G,B,D1Z3A,2.55,,5/4/06,10/24/11
B0043237,4G43-002K05-AD,G,B,D1Z3A,3.05,,5/4/06,10/24/11
B0043333,7G43-N014725-AA,G,B,R8S1A,0.1032,,5/9/06,11/30/10
B0043340,2W93-F43200-AD,G,B,BPNZA,32.7349,EUR,5/10/06,
B0043344,7G43-N014740-AA    ,G,B,R8S1A,0.04,,5/11/06,11/30/10
B0043345,6G33--F9C070--AA,G,B,ABKCA,8.35,,5/11/06,12/6/11
B0043365,6W83-611D10-AF,G,B,R7YAA,13.7407,USD,5/12/06,8/16/15
B0043366,6W83-611D11-AB,G,B,R7YAA,13.8721,USD,5/12/06,10/24/11
B0043427,7G43-14A277-AA,G,B,ELEKA,1.225,,5/23/06,2/16/10
B0043433,7G43-674A07-AB,G,B,C8A9A,34.57,,5/24/06,11/22/10
B0043795,W500120-S427,G,B,R8S1A,0.0522,,6/14/06,8/16/15
B0043909,7G43-600M64-VBW,G,B,KWB4A,1688.81,,6/21/06,8/16/15
B0043910,7G43-600M64-WBW,G,B,KWB4A,2793.81,,6/21/06,8/16/15
B0043434,7G43-674A07-BB,G,B,C8A9A,29.87,,5/24/06,11/22/10
B0043449,6G33--7F112--DA,G,B,C62FA,20.7571,EUR,5/25/06,11/26/10
B0043450,6G33--7F113--DA,G,B,C62FA,18.1322,EUR,5/25/06,11/26/10
B0043453,4G43-8015117-AA,G,B,D22RC,0.206,,5/25/06,3/10/10
B0043487,P06G33--101A71--AA,G,B,ECFRA,2.24,,5/30/06,8/28/09
B0043527,P06G33--10773--AD,G,B,ECFRA,5.27,,5/30/06,8/28/09
B0043563,P06G33--101A70--AA,G,B,ECFRA,2.24,,5/31/06,8/28/09
B0043567,7G43-19A321-KA,G,B,MQKCA,28.68,,5/31/06,2/7/11
B0043568,7G43-19A321-AA,G,B,MQKCA,28.68,,5/31/06,2/7/11
B0043569,7G43-19A321-BA,G,B,MQKCA,28.68,,5/31/06,2/7/11
B0043570,7G43-19A321-CA,G,B,MQKCA,28.68,,5/31/06,2/7/11
B0043571,7G43-19A321-DA,G,B,MQKCA,28.68,,5/31/06,2/7/11
B0043572,7G43-19A321-EA,G,B,MQKCA,28.68,,5/31/06,2/7/11
B0043573,7G43-19A321-FA,G,B,MQKCA,28.68,,5/31/06,2/7/11
B0043574,7G43-19A321-GA,G,B,MQKCA,28.68,,5/31/06,2/7/11
B0043640,4G43-108A86-AD,G,B,R8Z5A,8.667,,6/6/06,8/16/15
B0043641,4G43-108A87-AD,G,B,R8Z5A,8.667,,6/6/06,8/16/15
B0043696,GO6G33--L10283--AD,G,B,DN0AB,21.6525,EUR,6/8/06,1/4/10
B0043575,7G43-19A321-HA,G,B,MQKCA,28.68,,5/31/06,2/7/11
B0043576,7G43-19A321-JA,G,B,MQKCA,28.68,,5/31/06,2/7/11
B0043577,7G43-19A321-LA,G,B,MQKCA,28.68,,5/31/06,2/7/11
B0043578,7G33-19A321-AA,G,B,MQKCA,26.18,,5/31/06,2/7/11
B0043579,7G33-19A321-BA,G,B,MQKCA,26.18,,5/31/06,2/7/11
B0043580,7G33-19A321-CA,G,B,MQKCA,26.18,,5/31/06,2/7/11
B0043581,7G33-19A321-DA,G,B,MQKCA,26.18,,5/31/06,2/7/11
B0043582,7G33-19A321-EA,G,B,MQKCA,26.18,,5/31/06,2/7/11
B0043583,7G33-19A321-FA,G,B,MQKCA,26.18,,5/31/06,2/7/11
B0043584,7G33-19A321-GA,G,B,MQKCA,26.18,,5/31/06,2/7/11
B0043585,7G33-19A321-HA,G,B,MQKCA,26.18,,5/31/06,2/7/11
B0043586,7G33-19A321-JA,G,B,MQKCA,26.18,,5/31/06,2/7/11
B0043587,7G33-19A321-KA,G,B,MQKCA,26.18,,5/31/06,2/7/11
B0043588,7G33-19A321-LA,G,B,MQKCA,26.18,,5/31/06,2/7/11
B0043911,7G43-L600M64-HBW,G,B,KWB4A,845.41,,6/21/06,8/16/15
B0043913,7G43-L600M64-IBW,G,B,KWB4A,845.41,,6/21/06,8/16/15
B0043914,7G43-L600M64-JBW,G,B,KWB4A,1688.81,,6/21/06,8/16/15
B0043609,6G33--18K876--CD,G,B,R81PA,4.555,,6/2/06,11/18/10
B0043614,7G33-13E703-AA,G,B,V2FEA,3.49,,6/2/06,9/15/09
B0043687,4G43-130A89-ABW,G,B,KWB4A,22.98,,6/8/06,10/20/15
B0043704,4G43-2078-AB,G,B,BZT3A,6.13,,6/8/06,11/26/10
B0043751,W707733-S301,G,B,R8S1A,0.0608,,6/12/06,8/16/15
B0043762,W505595-S306,G,B,R8S1A,0.1207,,6/14/06,11/30/10
B0043784,W703777-S300,G,B,R8S1A,0.0412,,6/14/06,11/30/10
B0043803,6G33--1508--JB,G,B,P451D,85.7,,6/15/06,8/16/15
B0043804,6G33--1508--KB,G,B,P451D,105,,6/15/06,8/16/15
B0043805,6G33--1508--LB,G,B,P451D,105,,6/15/06,8/16/15
B0043806,6G33--1K003--QCB,G,B,ECGAA,78.28,,6/15/06,5/18/11
B0043807,6G33--1K003--RCB,G,B,ECGAA,78.28,,6/15/06,5/18/11
B0043808,6G33--1K003--SCB,G,B,ECGAA,70.79,,6/15/06,5/18/11
B0043809,6G33--1K003--TCB,G,B,ECGAA,70.79,,6/15/06,5/18/11
B0043825,6G33--19972--AF,G,B,AGXRA,39.7266,EUR,6/15/06,5/28/12
B0043916,7G43-L600M64-LBW,G,B,KWB4A,2793.81,,6/21/06,8/16/15
B0043917,7G43-L600M64-MBW,G,B,KWB4A,835.09,,6/21/06,8/16/15
B0043918,7G43-L600M64-NBW,G,B,KWB4A,835.09,,6/21/06,8/16/15
B0043826,6G33--19835--BB,G,B,AGXRA,9.9083,EUR,6/15/06,5/28/12
B0043827,6G33--19835--CC,G,B,AGXRA,10.2083,EUR,6/15/06,5/28/12
B0043832,4G43-18C491-AG,G,B,BAHZB,2.985,,6/15/06,8/16/15
B0043833,7G43-11446-AA,G,B,D1Z3A,2.11,,6/16/06,2/8/12
B0043834,6G33--5416--AB,G,B,D1Z3A,1.3,,6/16/06,8/16/15
B0043887,7G43-600M64-GBW,G,B,KWB4A,787.21,,6/21/06,8/16/15
B0043888,7G43-600M64-HBW,G,B,KWB4A,845.41,,6/21/06,8/16/15
B0043889,7G43-600M64-IBW,G,B,KWB4A,845.41,,6/21/06,8/16/15
B0043890,7G43-600M64-JBW,G,B,KWB4A,1688.81,,6/21/06,8/16/15
B0043891,7G43-L600M64-ABW,G,B,KWB4A,776.89,,6/21/06,8/16/15
B0043894,7G43-600M64-MBW,G,B,KWB4A,835.09,,6/21/06,8/16/15
B0043895,7G43-600M64-NBW,G,B,KWB4A,835.09,,6/21/06,8/16/15
B0043896,7G43-L600M64-BBW,G,B,KWB4A,835.09,,6/21/06,8/16/15
B0043897,7G43-600M64-OBW,G,B,KWB4A,835.09,,6/21/06,8/16/15
B0043898,7G43-600M64-PBW,G,B,KWB4A,1678.49,,6/21/06,8/16/15
B0043900,7G43-L600M64-CBW,G,B,KWB4A,835.09,,6/21/06,8/16/15
B0043902,7G43-L600M64-DBW,G,B,KWB4A,1678.49,,6/21/06,8/16/15
B0043904,7G43-600M64-SBW,G,B,KWB4A,845.41,,6/21/06,8/16/15
B0043905,   7G43-600M64-TBW,G,B,KWB4A,845.41,,6/21/06,8/16/15
B0043907,7G43-600M64-UBW,G,B,KWB4A,845.41,,6/21/06,8/16/15
B0043908,7G43-L600M64-GBW,G,B,KWB4A,787.21,,6/21/06,8/16/15
B0043919,7G43-L600M64-OBW,G,B,KWB4A,835.09,,6/21/06,8/16/15
B0043920,7G43-L600M64-PBW,G,B,KWB4A,1678.49,,6/21/06,8/16/15
B0043922,7G43-L600M64-RBW,G,B,KWB4A,2783.49,,6/21/06,8/16/15
B0043923,7G43-L600M64-SBW,G,B,KWB4A,845.41,,6/21/06,8/16/15
B0043924,7G43-L600M64-TBW,G,B,KWB4A,845.41,,6/21/06,8/16/15
B0043925,    7G43-L600M64-UBW,G,B,KWB4A,845.41,,6/21/06,8/16/15
B0043926,7G43-L600M64-VBW,G,B,KWB4A,1688.81,,6/21/06,8/16/15
B0043928,7G43-L600M64-XBW,G,B,KWB4A,2793.81,,6/21/06,8/16/15
B0043953,8D33-8005-AA,G,B,AUJ7A,64.1342,EUR,6/26/06,8/16/15
B0043970,6G33--24926--AC,G,B,D1Z3A,1.92,,6/27/06,8/16/15
B0043971,6G33--24927--AC,G,B,D1Z3A,1.92,,6/27/06,8/16/15
B0043995,6G33--7608--EB,G,B,S4MZA,6.2376,EUR,6/28/06,1/12/11
B0044021,4G43-F21511-BA,G,B,U8VAA,8.22,,6/29/06,7/20/15
B0044022,4G43-F21510-BA,G,B,U8VAA,8.22,,6/29/06,7/20/15
B0044023,6G33--23314--AB,G,B,U8VAA,0.81,,6/29/06,2/9/11
B0044028,6G33--14A457--AA,G,B,U8VAA,0.86,,6/29/06,10/3/11
B0044033,6G33--L312A96--AA,G,B,BAHZB,13.315,,6/30/06,8/16/15
B0044035,6G33--L312A97--AA,G,B,BAHZB,13.315,,6/30/06,8/16/15
B0044118,W500114-S301,G,B,R8S1A,0.0723,,7/5/06,8/16/15
B0044160,6G33--L19C004--AB,G,B,M0N7A,1.6741,EUR,7/10/06,8/16/15
B0044162,6G33--L13D720--AA,G,B,M0N7A,2.5108,EUR,7/10/06,8/16/15
B0044043,W702512-S309,G,B,R8S1A,0.053,,7/3/06,8/16/15
B0044044,W500100-S301,G,B,R8S1A,0.0228,,7/3/06,11/30/10
B0044047,MJC5157AA,G,B,R8S1A,0.0844,,7/3/06,8/16/15
B0044048,NY106041,G,B,R8S1A,0.0032,,7/3/06,8/16/15
B0044051,W520101-S427,G,B,R8S1A,0.0132,,7/3/06,8/16/15
